Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Barão de Grajaú (MA);-;-;-;...;-;-;-;-;256;-;-;72;-;-;-;...;-;-;-;-;...;568;...;-;38;-;-;-;-;-;-;-;-;7;87;-;-;-;-;-;-;-;-;-;-;-;-;-;395;-;-;-;126;-;606;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Barra do Corda (MA);-;-;-;...;-;-;-;-;1425;-;-;1015;-;-;-;...;-;-;-;-;...;1382;...;-;32;-;-;-;-;55;-;-;-;-;267;-;-;-;-;-;-;-;-;-;-;-;-;-;1480;-;-;-;181;-;3625;-;-;-;-;-;-;-;800;-;-;-;-;-;-;-;-
Barreirinhas (MA);-;-;-;...;-;-;-;-;927;-;-;337;-;-;-;...;-;-;-;-;...;-;...;-;1148;-;-;-;-;295;-;-;-;-;100;-;-;-;-;-;-;30;-;-;-;-;-;-;10255;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Belágua (MA);-;-;-;...;-;-;-;-;32;-;-;46;-;-;-;...;-;-;-;-;...;90;...;-;5;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;3100;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bela Vista do Maranhão (MA);-;-;-;...;-;-;-;-;49;-;-;49;-;-;-;...;-;-;-;-;...;-;...;-;10;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;75;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Benedito Leite (MA);-;-;-;...;-;-;-;-;1648;-;-;9;-;-;-;...;-;-;-;-;...;56;...;-;-;-;-;-;-;-;-;-;-;3;368;-;-;-;-;-;-;-;-;-;-;-;-;-;198;-;6;-;89;-;341;-;-;-;-;-;-;-;11920;-;-;-;-;-;-;-;-
Bequimão (MA);-;-;-;...;-;-;-;-;78;-;-;104;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;26;-;-;-;-;58;-;-;-;-;-;-;-;31;-;-;-;-;-;5403;56;-;-;71;-;454;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bernardo do Mearim (MA);-;-;-;...;-;-;-;-;124;-;-;39;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;7;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;287;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Boa Vista do Gurupi (MA);-;-;300;...;-;-;-;-;24;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;2;-;-;-;-;13;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;650;-;-;-;97;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bom Jardim (MA);-;-;-;...;-;-;-;-;415;-;-;125;-;-;-;...;-;-;-;-;...;-;...;-;17;-;-;-;-;-;-;-;-;-;139;-;-;-;-;-;-;-;-;-;-;-;-;-;1340;-;-;-;96;-;4200;-;-;-;-;-;-;-;34008;-;-;-;-;-;-;-;-
Bom Jesus das Selvas (MA);-;-;-;...;-;-;-;-;213;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;13;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;258;-;-;-;52;-;28500;-;-;-;-;-;-;-;11607;-;-;90;-;-;-;-;-
Bom Lugar (MA);-;-;-;...;-;-;-;-;369;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;624;-;-;-;-;-;468;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Brejo (MA);-;-;-;...;-;-;-;-;580;-;-;25;-;-;-;...;-;-;-;-;...;1413;...;-;26;-;-;-;-;23;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;3450;-;-;-;-;-;4725;-;-;-;-;-;-;-;47100;-;-;-;-;-;-;-;-
Brejo de Areia (MA);-;-;-;...;-;-;-;-;399;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;530;-;-;-;-;-;443;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Buriti (MA);-;-;-;...;-;-;-;-;520;-;-;23;-;-;-;...;-;-;-;-;...;243;...;-;19;-;-;-;-;18;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;2808;-;-;-;-;-;1960;-;-;-;-;-;-;-;39300;-;-;-;-;-;-;-;-
Buriti Bravo (MA);-;-;-;...;-;-;-;-;8775;-;-;22;-;-;-;...;-;-;-;-;...;2820;...;-;10;-;-;-;-;-;-;-;-;-;273;-;-;-;-;-;-;3;-;-;-;-;-;-;920;-;-;-;39;-;4842;-;-;-;-;-;-;-;12400;-;-;-;-;-;-;-;-
Buriticupu (MA);-;-;-;...;-;-;-;-;490;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;101;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;1136;-;-;-;114;-;22000;-;-;-;-;-;-;-;101089;-;-;477;-;-;-;-;-
Buritirana (MA);-;-;-;...;-;-;-;-;68;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;8;-;-;-;-;-;-;-;-;2;73;-;-;-;-;-;-;-;-;-;-;-;-;-;304;-;19;-;13;-;421;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-
Cachoeira Grande (MA);-;-;-;...;-;-;-;-;8;-;-;21;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;2887;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Cajapió (MA);-;-;-;...;-;-;-;-;8;-;-;21;6;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;11;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;3612;-;-;-;23;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Cajari (MA);-;-;-;...;-;-;-;-;750;-;-;122;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;3857;-;-;-;182;-;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Campestre do Maranhão (MA);-;-;-;...;-;-;-;-;53;-;-;421;-;-;-;...;-;-;-;-;...;414269;...;-;-;-;-;-;-;-;-;-;-;1;11;-;-;-;-;-;-;-;6;-;-;-;-;-;159;-;-;-;-;-;361;-;-;-;-;-;-;-;1254;-;-;-;-;-;-;-;-
Cândido Mendes (MA);-;130;30;...;-;-;-;-;48;-;-;95;-;-;-;...;-;-;-;-;...;-;...;-;3;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;2990;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Cantanhede (MA);-;-;-;...;-;-;-;-;515;-;-;6;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;5;-;-;-;-;-;-;3131;-;-;-;-;-;193;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Capinzal do Norte (MA);-;-;-;...;-;-;-;-;332;-;-;41;-;-;-;...;-;-;-;-;...;891;...;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;334;-;-;-;-;-;431;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Carolina (MA);-;-;-;...;-;-;-;-;966;-;-;867;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;49;-;-;-;-;163;-;-;-;-;-;-;-;-;-;-;-;-;-;3060;-;-;-;-;-;93327;-;-;-;-;-;-;-;76241;-;-;-;-;-;-;-;-
Carutapera (MA);-;-;1800;...;-;-;-;-;36;-;-;210;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;1500;-;-;-;46;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Caxias (MA);-;-;-;...;-;-;-;-;3960;-;-;28;-;-;-;...;-;-;-;-;...;184531;...;-;5;-;-;-;-;34;-;-;-;-;187;-;-;-;-;-;-;-;-;-;-;-;-;-;1329;-;-;-;41;-;1200;-;-;-;-;-;-;-;15085;-;-;-;-;-;-;-;-
Cedral (MA);-;-;-;...;-;-;-;-;6;-;-;247;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;35;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;3126;-;-;-;96;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Central do Maranhão (MA);-;-;-;...;-;-;-;-;29;-;-;62;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;22;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;2383;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Centro do Guilherme (MA);-;-;35;...;-;-;-;-;250;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;2;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;3103;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Centro Novo do Maranhão (MA);-;-;-;...;-;-;-;-;206;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;3;-;-;-;-;5;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;2419;-;-;-;44;-;211;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Chapadinha (MA);-;-;-;...;-;-;-;-;1050;-;-;41;-;-;-;...;-;-;-;-;...;197;...;-;12;-;-;-;-;24;-;-;-;-;161;-;-;-;-;-;-;-;-;-;-;-;-;-;5460;-;-;-;-;-;605;-;-;-;-;-;-;-;13143;-;-;-;-;-;-;-;-
Cidelândia (MA);-;-;-;...;-;-;-;7;21;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;15;-;-;-;-;-;190;-;-;-;85;-;1820;-;-;-;-;-;-;-;12568;-;-;-;-;-;-;-;-
Codó (MA);-;-;-;...;-;-;-;-;2700;-;-;36;-;-;-;...;-;-;-;-;...;53360;...;-;3;-;-;-;-;7;-;-;-;-;106;-;-;-;-;-;-;5;-;-;-;-;-;-;3840;-;-;-;47;-;1403;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Coelho Neto (MA);-;-;-;...;-;-;-;-;693;-;-;15;-;-;-;...;-;-;-;-;...;269010;...;-;1;-;-;-;-;5;-;-;-;-;32;-;-;-;-;-;-;3;-;-;-;-;-;-;346;-;-;-;3;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Colinas (MA);-;169;-;...;-;-;-;-;1094;-;-;93;-;-;-;...;-;-;-;-;...;544;...;-;30;-;-;-;-;5;-;-;-;16;246;-;-;-;-;-;-;-;-;-;-;-;-;-;196;-;-;-;-;-;10316;-;-;-;-;-;-;-;19517;-;-;47;-;-;-;-;-
Conceição do Lago-Açu (MA);-;-;-;...;-;-;-;-;152;-;-;46;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;177;-;-;-;-;-;-;-;-;-;-;-;-;-;762;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Coroatá (MA);-;-;-;...;-;-;-;-;1845;-;-;23;-;-;-;...;-;-;-;-;...;167;...;-;2;-;-;-;-;8;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;1632;-;-;-;6;-;810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Cururupu (MA);-;-;-;...;-;-;-;-;5;-;-;40;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;26;-;-;-;-;11;-;-;-;-;-;-;10;-;-;-;-;-;-;2769;-;-;-;114;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Davinópolis (MA);-;-;-;...;-;-;-;-;29;-;-;75;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;174;-;-;-;76;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Dom Pedro (MA);-;46;-;...;-;-;-;-;266;-;-;229;-;-;-;...;-;-;-;-;...;313;...;-;-;-;-;-;-;6;-;-;-;2;45;-;-;-;-;-;-;-;-;-;-;-;1774;-;978;-;-;-;42;-;1980;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-
Duque Bacelar (MA);-;-;-;...;-;-;-;-;198;-;-;10;-;-;-;...;-;-;-;-;...;28068;...;-;1;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;2;-;-;-;-;-;-;275;-;-;-;4;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Esperantinópolis (MA);-;-;-;...;-;-;-;-;632;-;-;192;-;-;-;...;-;-;-;-;...;197;...;-;-;-;-;-;-;11;-;-;-;-;175;-;-;-;-;-;-;-;-;-;-;-;-;-;441;-;-;-;-;-;888;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Estreito (MA);-;24;-;...;-;-;-;4;208;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;3;-;-;-;2;32;-;-;-;-;-;-;-;-;-;-;-;-;-;262;-;-;-;201;-;6654;-;-;-;-;-;-;-;5645;-;-;-;-;-;-;-;-
Feira Nova do Maranhão (MA);-;-;-;...;-;-;-;-;904;-;-;-;-;-;-;...;-;-;-;-;...;389;...;-;-;-;-;-;-;-;-;-;-;-;210;-;-;-;-;-;-;-;-;-;-;-;-;-;2868;-;-;-;-;-;9165;-;-;-;-;-;-;-;4700;-;-;-;-;-;-;-;-
Fernando Falcão (MA);-;-;-;...;-;-;-;-;474;-;-;15;-;-;-;...;-;-;-;-;...;100;...;-;2;-;-;-;-;8;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;1030;-;-;-;-;-;9105;-;-;-;-;-;-;-;20200;-;-;-;-;-;-;-;-
Formosa da Serra Negra (MA);-;-;-;...;-;-;-;-;1870;-;-;56;-;-;-;...;-;-;-;-;...;320;...;-;2;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;1040;-;-;-;-;-;2145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Fortaleza dos Nogueiras (MA);-;-;-;...;-;-;-;-;1947;-;-;29;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;16;-;-;-;-;711;-;-;-;-;-;-;-;-;-;-;-;-;-;629;-;-;-;-;-;62850;-;-;-;-;-;-;-;53641;-;-;-;-;-;-;-;-
Fortuna (MA);-;114;-;...;-;-;-;-;892;-;-;20;-;-;-;...;-;-;-;-;...;-;...;-;4;-;-;-;-;19;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;893;-;-;-;-;-;16294;-;-;-;-;-;-;-;1208;-;-;-;-;-;-;-;-
Godofredo Viana (MA);-;-;266;...;-;-;-;-;14;-;-;47;-;-;-;...;-;-;-;-;...;-;...;-;3;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;1309;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Gonçalves Dias (MA);-;48;-;...;-;-;-;-;407;-;-;98;-;-;-;...;-;-;-;-;...;654;...;-;-;-;-;-;-;-;-;-;-;1;133;-;-;-;-;-;-;-;-;-;-;-;-;-;470;-;-;-;75;-;2700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Governador Archer (MA);-;-;-;...;-;-;-;-;119;-;-;54;-;-;-;...;-;-;-;-;...;92;...;-;-;-;-;-;-;9;-;-;-;1;63;-;-;-;-;-;-;-;-;-;-;-;-;-;799;-;-;-;-;-;318;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Governador Edison Lobão (MA);-;-;-;...;-;-;-;-;23;-;-;75;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;256;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Governador Eugênio Barros (MA);-;56;-;...;-;-;-;110;486;-;-;16;-;-;-;...;-;-;-;-;...;-;...;-;1;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;516;-;-;-;62;-;2678;-;-;-;-;-;-;-;7213;-;-;-;-;-;-;-;-
Governador Luiz Rocha (MA);-;81;-;...;-;-;-;-;496;-;-;23;-;-;-;...;-;-;-;-;...;-;...;-;2;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;490;-;-;-;-;-;5057;-;-;-;-;-;-;-;5200;-;-;-;-;-;-;-;-
Governador Newton Bello (MA);-;-;-;...;-;-;-;-;89;-;-;57;-;-;-;...;-;-;-;-;...;-;...;-;9;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;558;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Governador Nunes Freire (MA);-;-;185;...;-;-;-;-;59;-;-;42;-;-;-;...;-;-;-;-;...;-;...;-;13;-;-;-;-;13;-;-;-;-;50;-;-;-;-;-;-;13;-;-;-;-;-;-;4500;-;-;-;-;-;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Graça Aranha (MA);-;2832;-;...;-;-;-;-;245;-;-;118;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;1;39;-;-;-;-;-;-;-;-;-;-;-;16;-;1680;-;-;-;-;-;1163;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Grajaú (MA);-;-;-;...;-;-;-;-;14113;-;-;1814;-;-;-;...;-;-;-;-;...;140;...;-;54;-;-;-;-;27;-;-;-;-;371;-;-;-;-;-;-;18;-;-;-;-;-;-;1800;-;-;-;260;-;26175;-;-;-;-;-;-;-;40022;-;-;-;-;-;-;-;-
Guimarães (MA);-;-;-;...;-;-;-;-;22;-;-;155;-;-;-;...;-;-;-;-;...;2064;...;-;-;-;-;-;-;69;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;3260;-;-;-;96;-;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Humberto de Campos (MA);-;-;-;...;-;-;-;-;6;-;-;51;-;-;-;...;-;-;-;-;...;-;...;-;37;-;-;-;-;44;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;4452;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Icatu (MA);-;-;-;...;-;-;-;-;3;-;-;27;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;130;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;6463;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Igarapé do Meio (MA);-;-;-;...;-;-;-;-;55;-;-;41;-;-;-;...;-;-;-;-;...;-;...;-;5;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;433;-;-;-;47;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Igarapé Grande (MA);-;-;-;...;-;-;-;-;347;-;-;50;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;15;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;601;-;-;-;-;-;454;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Imperatriz (MA);-;-;-;...;-;-;-;4;101;-;-;23;-;-;38;...;-;-;-;-;...;-;...;-;2;-;-;-;-;-;-;-;-;1;43;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;31;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itaipava do Grajaú (MA);-;-;-;...;-;-;-;-;400;-;-;184;-;-;-;...;-;-;-;-;...;360;...;-;2;-;-;-;-;6;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;415;-;-;-;-;-;764;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itapecuru Mirim (MA);-;-;-;...;-;-;-;-;526;-;-;11;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;13;-;-;-;-;187;-;-;-;-;-;-;6;-;-;-;-;-;-;8348;-;-;-;-;-;349;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itinga do Maranhão (MA);-;-;-;...;-;-;-;11;306;-;-;25367;-;-;202;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;527;-;-;-;83;-;16953;-;-;-;-;5;-;-;80295;-;-;-;-;-;-;-;-
Jatobá (MA);-;159;-;...;-;-;-;-;955;-;-;31;-;-;-;...;-;-;-;-;...;-;...;-;2;-;-;-;-;5;-;-;-;11;180;-;-;-;-;-;-;-;-;-;-;-;-;-;944;-;-;-;502;-;2688;-;-;-;-;-;-;-;1497;-;-;-;-;-;-;-;-
Jenipapo dos Vieiras (MA);-;-;-;...;-;-;-;-;595;-;-;36;-;-;-;...;-;-;-;-;...;185;...;-;6;-;-;-;-;8;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;990;-;-;-;-;-;1270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
João Lisboa (MA);-;-;-;...;-;-;-;8;19;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;2;21;-;-;-;-;-;-;-;-;-;-;-;-;-;172;-;-;-;52;-;1658;-;-;-;-;-;-;-;480;-;-;53;-;-;-;-;-
Joselândia (MA);-;-;-;...;-;-;-;-;473;-;-;216;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;389;-;-;-;-;-;376;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Junco do Maranhão (MA);-;-;70;...;-;-;-;-;47;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;5;-;-;-;-;5;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;876;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lago da Pedra (MA);-;-;-;...;-;-;-;-;1680;-;-;118;-;-;-;...;-;-;-;-;...;-;...;-;10;-;-;-;-;-;-;-;-;-;687;-;-;-;-;-;-;-;-;-;-;-;-;-;1905;-;-;-;-;-;9270;-;-;-;-;-;-;-;10080;-;-;-;-;-;-;-;-
Lago do Junco (MA);-;-;-;...;-;-;-;-;218;-;-;29;-;-;-;...;-;-;-;-;...;43;...;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;829;-;-;-;-;-;802;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lago Verde (MA);-;-;-;...;-;-;-;-;144;-;-;5;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;494;-;-;-;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lagoa do Mato (MA);-;-;-;...;-;-;-;-;596;-;-;15;-;-;-;...;-;-;-;-;...;220;...;-;1;-;-;-;-;-;-;-;-;16;55;-;-;-;-;-;-;-;-;-;-;-;-;-;280;-;-;-;-;-;4315;-;-;-;-;-;-;-;1808;-;-;-;-;-;-;-;-
Lago dos Rodrigues (MA);-;743;-;...;-;-;-;-;107;-;-;20;-;-;-;...;-;-;-;-;...;354;...;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;841;-;-;-;-;-;688;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lagoa Grande do Maranhão (MA);-;-;-;...;-;-;-;-;443;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;245;-;-;-;-;-;1622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Lajeado Novo (MA);-;-;-;...;-;-;-;-;17;-;-;2610;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;1;8;-;-;-;-;-;-;33;-;-;-;-;-;-;186;-;-;-;356;-;615;-;-;-;-;-;-;-;1980;-;-;160;-;-;-;-;-
Lima Campos (MA);-;-;-;...;-;-;-;-;549;-;-;158;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;480;-;-;-;-;-;684;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Loreto (MA);-;-;-;...;-;-;-;-;2599;-;-;1375;-;-;-;...;-;-;-;-;...;310;...;-;-;-;-;-;-;-;-;-;-;-;869;-;-;-;-;-;-;-;-;-;-;-;-;-;1082;-;-;-;-;-;94340;-;-;-;-;-;-;-;107072;3660;-;-;-;-;-;-;-
Luís Domingues (MA);-;-;356;...;-;-;-;-;23;-;-;109;-;-;-;...;-;-;-;-;...;-;...;-;3;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1322;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Magalhães de Almeida (MA);-;-;-;...;-;-;-;-;135;-;-;61;-;-;-;...;-;-;-;-;...;-;...;-;41;-;-;-;-;39;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;4324;-;-;-;-;-;3454;-;-;-;-;-;-;-;9473;-;-;-;-;-;-;-;-
Maracaçumé (MA);-;-;73;...;-;-;-;-;29;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;3;-;-;-;-;8;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;3266;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
