Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Barra de Santo Antônio (AL);-;-;-;...;-;-;-;-;-;-;-;7;-;-;-;...;-;-;-;-;...;2750;...;-;-;-;-;-;-;470;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;35;3;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-
Barra de São Miguel (AL);-;-;-;...;-;-;-;-;-;-;-;2;-;-;-;...;-;-;-;-;...;2950;...;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;660;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Batalha (AL);-;-;-;...;-;-;-;-;-;-;-;-;2;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;1050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Belém (AL);-;-;-;...;-;-;-;-;-;-;-;15;15;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;10;-;-;-;5;95;-;-;-;-;-;-;7;-;-;-;-;1;-;50;5;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Belo Monte (AL);-;-;-;...;-;-;-;-;-;-;-;-;6;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;25;-;5;-;-;-;-;-;-;-;-;-;-;-;41;-;2;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Boca da Mata (AL);13;61;14;...;-;-;-;210;-;-;-;210;280;-;-;...;-;-;-;-;...;8200;...;-;20;-;-;-;-;97;-;-;-;100;110;-;-;-;90;-;-;25;20;-;-;-;22;-;575;9;48;-;52;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Branquinha (AL);-;15;-;...;-;-;-;5;-;-;-;95;50;-;-;...;-;-;-;-;...;750;...;-;-;-;-;-;-;50;-;-;-;12;25;-;-;-;3;-;-;2200;10;-;-;-;4;-;1100;45;45;-;30;-;350;-;-;-;-;-;-;-;-;-;10;1;-;-;-;-;-
Cacimbinhas (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;530;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Cajueiro (AL);-;2;-;...;-;-;-;2;-;-;-;80;120;-;-;...;-;-;-;-;...;140;...;-;-;-;-;-;-;5;-;-;-;20;100;-;-;-;2;-;-;80;15;-;-;-;-;-;140;5;10;-;-;-;140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Campestre (AL);-;5;-;...;-;-;-;-;-;-;-;100;35;-;-;...;-;-;-;-;...;1250;...;-;3;-;-;-;-;20;-;-;-;-;10;-;-;-;-;-;-;5;-;-;-;-;-;-;75;10;7;-;9;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-
Campo Alegre (AL);5;15;-;...;-;-;-;70;-;-;-;72;75;-;-;...;-;-;-;-;...;18000;...;-;-;-;-;-;-;32;-;-;-;-;150;-;-;-;6;-;-;5;2;-;-;-;107;-;685;11;9;-;10;-;350;-;-;-;-;1;-;-;550;-;-;-;-;-;-;-;-
Campo Grande (AL);-;-;-;...;-;-;-;20;-;-;-;-;10;-;-;...;-;-;-;-;...;-;...;-;1;-;-;-;-;5;-;-;-;1;20;-;18;-;-;-;-;-;-;-;-;-;-;-;15;1;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Canapi (AL);-;-;-;...;-;30;-;-;-;-;-;-;6;-;-;...;-;-;-;-;...;-;...;-;3;-;-;-;-;1;-;-;-;-;700;-;-;-;2;-;-;-;-;-;-;-;1;-;20;-;2;-;1;-;800;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
Capela (AL);-;6;-;...;-;-;-;2;-;-;-;130;85;-;-;...;-;-;-;-;...;1900;...;-;-;-;-;-;-;10;-;-;-;30;30;-;-;-;10;-;-;10;-;-;-;-;-;-;200;10;130;-;22;-;100;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Carneiros (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;5;-;-;-;-;-;-;-;-;-;700;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;1350;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Chã Preta (AL);2;-;-;...;-;-;-;-;-;-;-;85;420;-;-;...;-;-;-;-;...;20;...;-;-;-;-;-;-;2;-;-;-;100;100;-;-;-;3;-;-;450;3;-;-;-;-;-;325;12;9;-;10;-;130;-;-;-;-;-;-;-;-;-;50;3;-;-;-;-;-
Coité do Nóia (AL);-;135;-;...;-;-;-;2;-;-;-;-;10;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;5;-;-;-;-;100;-;190;-;-;-;-;-;-;-;-;-;-;-;410;-;-;-;-;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Colônia Leopoldina (AL);-;60;-;...;-;-;-;-;-;-;-;950;23;-;-;...;-;-;-;-;...;2800;...;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;10;-;-;25;5;-;-;-;10;-;250;30;10;-;7;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Coqueiro Seco (AL);-;-;-;...;-;-;-;-;-;-;-;3;-;-;-;...;-;-;-;-;...;35;...;-;-;-;-;-;-;330;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;33;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Coruripe (AL);5;130;-;...;-;-;-;30;-;-;-;105;40;1;-;...;-;-;-;-;...;40000;...;-;-;-;-;-;-;3890;-;-;-;3;700;-;-;-;15;-;-;2;10;-;-;-;170;-;215;10;220;-;100;-;2415;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-
Craíbas (AL);-;-;-;...;-;-;-;3;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;55;-;2200;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;3300;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
Delmiro Gouveia (AL);-;-;-;...;-;-;-;-;-;-;-;24;30;-;-;...;-;-;-;-;...;-;...;-;10;-;-;-;-;10;-;-;-;-;1040;-;-;-;6;-;-;-;-;-;-;-;-;-;64;5;5;-;4;-;1100;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-
Dois Riachos (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;815;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Estrela de Alagoas (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;90;-;-;-;-;-;-;-;-;5;230;-;-;-;-;-;-;4;-;-;-;-;-;-;90;20;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Feira Grande (AL);-;1;-;...;-;-;-;240;-;-;-;-;250;-;-;...;-;-;-;-;...;200;...;-;-;-;-;-;-;10;-;-;-;-;40;-;1100;-;-;-;-;-;-;-;-;-;5;-;750;-;5;-;-;-;50;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-
Feliz Deserto (AL);-;3;-;...;-;-;-;3;-;-;-;7;6;-;-;...;-;-;-;-;...;2200;...;-;1;-;-;-;-;1506;-;-;-;-;6;-;-;-;-;-;-;-;2;-;-;-;3;-;22;5;3;-;5;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Flexeiras (AL);2;300;-;...;-;-;-;-;-;-;-;80;95;-;-;...;-;-;-;-;...;3500;...;-;-;-;-;-;-;37;-;-;-;2;-;-;-;-;20;-;-;70;26;-;-;-;-;-;550;12;15;-;17;-;100;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-
Girau do Ponciano (AL);-;-;-;...;-;-;-;-;-;-;-;2;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;10;-;-;-;-;2000;-;2890;-;-;-;-;-;-;-;-;-;-;-;2400;-;5;-;4;-;2980;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Ibateguara (AL);-;22;-;...;-;-;-;-;-;-;-;400;125;-;-;...;-;-;-;-;...;1460;...;-;3;-;-;-;-;8;-;-;-;15;35;-;-;-;2;-;-;12;2;-;-;-;2;-;120;12;10;-;35;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Igaci (AL);-;-;-;...;-;-;-;-;-;-;-;1;-;-;-;...;-;-;-;-;...;-;...;-;100;-;-;-;-;2;-;-;-;30;700;-;800;-;-;-;-;5;-;-;-;-;-;-;300;30;-;-;-;-;2000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Igreja Nova (AL);-;10;-;...;-;-;-;22;2078;-;-;42;17;-;-;...;-;-;-;-;...;4100;...;-;14;-;-;-;-;40;-;-;-;4;250;-;-;-;-;-;-;20;2;-;-;-;5;-;455;15;10;-;15;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Inhapi (AL);-;-;-;...;-;-;-;-;-;-;-;4;3;-;-;...;-;-;-;-;...;-;...;-;4;-;-;-;-;1;-;-;-;-;1800;-;-;-;2;-;-;2;1;-;-;-;2;-;76;2;1;-;25;6;1600;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Jacaré dos Homens (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Jacuípe (AL);-;3;-;...;-;-;-;-;-;-;-;430;11;-;-;...;-;-;-;-;...;1500;...;-;-;-;-;-;-;160;-;-;-;-;4;-;-;-;5;-;-;250;10;-;-;-;5;-;62;10;11;-;3;-;-;-;-;-;-;5;-;-;-;-;3;-;-;-;-;-;-
Japaratinga (AL);-;20;6;...;-;-;-;-;-;-;-;185;10;-;-;...;-;-;-;-;...;100;...;-;30;-;-;-;-;1200;-;-;-;-;49;-;-;-;10;-;-;9;10;-;-;-;9;-;290;50;17;-;7;1;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-
Jaramataia (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;10;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Jequiá da Praia (AL);-;6;-;...;-;-;-;40;-;-;-;31;5;-;-;...;-;-;-;-;...;10000;...;-;5;-;-;-;-;1500;-;-;-;1;32;-;-;-;1;-;-;3;3;-;-;-;91;-;100;10;12;-;12;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Joaquim Gomes (AL);4;360;-;...;-;-;-;-;-;-;-;380;80;-;-;...;-;-;-;-;...;800;...;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;5;-;-;450;10;-;-;-;2;-;700;50;30;-;20;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Jundiá (AL);-;4;-;...;-;-;-;-;-;-;-;25;16;-;-;...;-;-;-;-;...;1900;...;-;-;-;-;-;-;16;-;-;-;-;8;-;-;-;-;-;-;7;-;-;-;-;-;-;38;4;7;-;-;-;-;-;-;-;-;50;-;-;450;-;-;-;-;-;-;-;-
Junqueiro (AL);1;59;-;...;-;-;-;190;-;-;-;32;110;-;-;...;-;-;-;-;...;9000;...;-;8;-;-;-;-;110;-;-;-;-;400;-;100;-;3;-;-;12;3;-;-;-;18;-;1635;10;17;-;8;-;250;-;-;-;-;4;-;-;52;-;-;4;-;-;-;-;-
Lagoa da Canoa (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;500;-;2000;-;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Limoeiro de Anadia (AL);-;350;-;...;-;-;-;263;-;-;-;60;180;-;-;...;-;-;-;-;...;900;...;-;6;-;-;-;-;70;-;-;-;-;300;-;-;-;17;-;-;10;14;-;-;-;16;-;1480;5;12;-;15;-;2250;-;-;-;-;-;-;-;850;-;-;-;-;-;-;-;-
Maceió (AL);-;-;-;...;-;-;-;-;-;-;-;4;-;-;-;...;-;-;-;-;...;3800;...;-;-;-;-;-;-;450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Major Isidoro (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;470;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;830;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Maragogi (AL);7;550;15;...;-;-;-;-;-;-;-;320;25;-;-;...;-;-;-;-;...;700;...;-;-;-;-;-;-;3200;-;-;-;-;70;-;-;-;15;-;-;55;25;-;-;-;20;-;1080;100;50;-;17;-;-;-;-;-;-;2;-;-;-;-;5;4;-;-;-;-;-
Maravilha (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;550;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Marechal Deodoro (AL);-;-;-;...;-;-;-;-;-;-;-;10;25;-;-;...;-;-;-;-;...;15000;...;-;-;-;-;-;-;621;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-
Maribondo (AL);-;4;-;...;-;-;-;-;-;-;-;80;37;-;-;...;-;-;-;-;...;11;...;-;-;-;-;-;-;50;-;-;-;-;40;-;-;-;11;-;-;25;6;-;-;-;10;-;51;30;25;-;4;-;5;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-
Mar Vermelho (AL);-;-;-;...;-;-;-;-;-;-;-;14;7;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;5;5;-;-;-;-;-;-;5;-;-;-;-;-;-;9;-;7;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Mata Grande (AL);-;-;-;...;-;54;-;-;-;-;-;73;-;-;-;...;-;-;-;-;...;29;...;-;8;-;-;-;-;-;-;-;-;-;1200;-;-;-;1;-;-;10;-;-;-;-;14;-;178;7;9;-;152;80;1450;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-
Matriz de Camaragibe (AL);2;30;-;...;-;-;-;-;-;-;-;50;25;-;-;...;-;-;-;-;...;8700;...;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;10;-;-;25;3;-;-;-;3;-;280;80;16;-;45;-;-;-;-;-;-;3;-;-;-;-;8;-;-;-;-;-;-
Messias (AL);-;14;-;...;-;-;-;-;-;-;-;-;2;-;-;...;-;-;-;-;...;1800;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;32;-;-;-;-;-;-;165;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Minador do Negrão (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Monteirópolis (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;23;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Murici (AL);5;315;-;...;-;-;-;-;-;-;-;490;120;-;-;...;-;-;-;-;...;7800;...;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;80;-;-;430;10;-;-;-;111;-;780;45;165;-;100;-;310;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Novo Lino (AL);1;100;-;...;-;-;-;1;-;-;-;200;40;-;-;...;-;-;-;-;...;2000;...;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;50;5;-;-;-;3;-;250;45;45;-;10;-;230;-;-;-;-;90;-;-;80;-;1;-;-;-;-;-;-
Olho d'Água das Flores (AL);-;-;-;...;-;-;-;-;-;-;-;1;9;-;-;...;-;-;-;-;...;-;...;-;43;-;-;-;-;4;-;-;-;8;295;-;-;-;4;-;-;5;1;-;-;-;1;-;30;8;-;-;4;1;155;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Olho d'Água do Casado (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;25;-;-;-;-;-;-;-;-;-;800;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;1100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Olho d'Água Grande (AL);-;-;-;...;-;-;-;15;-;-;-;-;7;-;-;...;-;-;-;-;...;-;...;-;3;-;-;-;-;1;-;-;-;1;10;-;-;-;-;-;-;1;-;-;-;-;-;-;33;8;2;-;3;-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Olivença (AL);-;-;-;...;-;-;-;-;-;-;-;-;10;-;-;...;-;-;-;-;...;-;...;-;50;-;-;-;-;-;-;-;-;-;200;-;-;-;2;-;-;1;-;-;-;-;-;-;20;1;-;-;-;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ouro Branco (AL);-;-;-;...;-;-;-;-;-;-;-;-;12;-;-;...;-;-;-;-;...;-;...;-;1;-;-;-;-;-;-;-;-;-;400;-;-;-;1;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Palestina (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Palmeira dos Índios (AL);1;-;-;...;-;-;-;-;-;-;-;240;120;-;-;...;-;-;-;-;...;-;...;-;75;-;-;-;-;-;-;-;-;62;900;-;-;-;13;-;-;20;2;-;-;-;4;-;540;75;-;-;-;-;900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pão de Açúcar (AL);-;-;-;...;-;-;-;-;-;-;-;10;5;-;-;...;-;-;-;-;...;-;...;-;1;-;-;-;-;-;-;-;-;-;1500;-;-;-;4;-;-;-;2;-;-;-;18;-;50;16;-;-;7;-;1600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pariconha (AL);-;-;-;...;-;11;-;-;-;-;-;7;34;-;-;...;-;-;-;-;...;18;...;-;15;-;-;-;-;11;-;-;-;-;1050;-;-;-;4;-;-;6;-;-;-;-;2;-;205;2;-;-;210;-;800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Paripueira (AL);-;3;-;...;-;-;-;-;-;-;-;3;-;-;-;...;-;-;-;-;...;1600;...;-;-;-;-;-;-;275;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;15;5;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-
Passo de Camaragibe (AL);-;120;-;...;-;-;-;-;-;-;-;14;12;-;-;...;-;-;-;-;...;7900;...;-;-;-;-;-;-;700;-;-;-;-;-;-;-;-;-;-;-;5;2;-;-;-;-;-;475;7;11;-;40;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-
Paulo Jacinto (AL);-;-;-;...;-;-;-;-;-;-;-;15;120;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;1;-;-;-;-;-;-;-;-;-;25;8;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-
Penedo (AL);3;100;-;...;-;150;-;15;106;-;-;62;10;-;-;...;-;-;-;-;...;18000;...;-;3;-;-;-;-;210;-;-;-;13;191;-;-;-;3;-;-;10;10;-;-;-;25;-;580;30;82;-;32;-;100;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-
Piaçabuçu (AL);-;3;-;...;-;-;-;-;6;-;-;30;7;-;-;...;-;-;-;-;...;-;...;-;7;-;-;-;-;2616;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;100;12;-;6;-;5;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-
Pilar (AL);-;-;8;...;-;-;-;-;-;-;-;7;4;-;-;...;-;-;-;-;...;8000;...;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pindoba (AL);-;-;-;...;-;-;-;-;-;-;-;10;40;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;85;4;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Piranhas (AL);-;-;-;...;-;4;-;-;-;-;-;2;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1450;-;-;-;1;-;-;-;-;-;-;-;-;-;4;1;-;-;3;-;1000;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Poço das Trincheiras (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;2;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;-;-;-;-;-;-;-;-;35;1;-;-;-;-;2250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Porto Calvo (AL);5;35;-;...;-;-;-;-;-;-;-;300;6;-;-;...;-;-;-;-;...;5100;...;-;-;-;-;-;-;220;-;-;-;-;-;-;-;-;4;-;-;80;8;-;-;-;2;-;160;35;60;-;12;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-
Porto de Pedras (AL);-;25;-;...;-;-;-;-;-;-;-;250;12;-;-;...;-;-;-;-;...;2100;...;-;30;-;-;-;-;1300;-;-;-;-;1;-;-;-;10;-;-;7;2;-;-;-;2;-;350;40;20;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Porto Real do Colégio (AL);-;-;-;...;-;-;-;20;1250;-;-;3;15;-;-;...;-;-;-;-;...;50;...;-;-;-;-;-;-;30;-;-;-;3;100;-;40;-;1;-;-;2;-;-;-;-;-;-;250;12;1;-;12;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Quebrangulo (AL);-;1;-;...;-;-;-;-;-;-;-;120;130;-;-;...;-;-;-;-;...;5;...;-;-;-;-;-;-;-;-;-;-;80;600;-;-;-;3;-;-;20;5;-;-;-;-;-;33;10;13;-;-;-;1360;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
Rio Largo (AL);-;-;-;...;-;-;-;-;-;-;-;8;10;-;-;...;-;-;-;-;...;10000;...;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Roteiro (AL);-;5;-;...;-;-;-;1;-;-;-;10;5;-;-;...;-;-;-;-;...;3350;...;-;4;-;-;-;-;855;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;88;3;-;-;4;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Santa Luzia do Norte (AL);-;-;-;...;-;-;-;-;-;-;-;7;-;-;-;...;-;-;-;-;...;400;...;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Santana do Ipanema (AL);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;30;-;-;-;-;-;-;-;-;-;2000;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;2800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Santana do Mundaú (AL);35;30;-;...;-;-;-;5;-;-;-;880;160;-;-;...;-;-;-;-;...;-;...;-;5;-;-;-;-;60;-;-;-;25;-;-;-;-;4;-;-;6200;120;-;-;-;4;-;430;34;100;-;10;-;80;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
São Brás (AL);-;-;-;...;-;-;-;-;-;-;-;10;7;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;11;-;-;-;3;98;-;-;-;-;-;-;-;-;-;-;-;-;-;250;15;4;-;4;-;280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São José da Laje (AL);-;15;-;...;-;-;-;-;-;-;-;140;100;-;-;...;-;-;-;-;...;16000;...;-;-;-;-;-;-;20;-;-;-;50;20;-;-;-;-;-;-;200;5;-;-;-;5;-;150;20;10;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São José da Tapera (AL);-;-;-;...;-;5;-;-;-;-;-;2;10;-;-;...;-;-;-;-;...;-;...;-;30;-;-;-;-;10;-;-;-;-;2500;-;-;-;10;-;-;4;10;-;-;-;5;-;30;6;2;-;20;2;2000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Luís do Quitunde (AL);-;45;-;...;-;-;-;-;-;-;-;190;13;-;-;...;-;-;-;-;...;15000;...;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;60;10;-;-;-;-;-;1600;30;10;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-
